R04537	#fffdbc	W20
R04543	#fffdbc	W20
R04544	#fffdbc	W20
R04558	#fffdbc	W20
R04559	#fffdbc	W20
R04560	#fffdbc	W20
R04566	#fffdbc	W20
R04568	#fffdbc	W20
R04591	#fffdbc	W20
R04621	#fffdbc	W20
R04638	#fffdbc	W20
R04640	#fffdbc	W20
R04737	#fffdbc	W20
R04739	#fffdbc	W20
R04741	#fffdbc	W20
R04743	#fffdbc	W20
R04745	#fffdbc	W20
R04748	#fffdbc	W20
R04859	#333b97	W20
R04953	#fffdbc	W20
R04954	#fffdbc	W20
R04964	#fffdbc	W20
R04965	#fffdbc	W20
R05032	#87bdd9	W20
R05070	#fffdbc	W20
R05086	#fffdbc	W20
R05605	#fffdbc	W20
R05705	#fffdbc	W20
R05706	#fffdbc	W20
R05850	#fffdbc	W20
R06040	#fffdbc	W20
R06087	#fffdbc	W20
R06104	#fffdbc	W20
R06113	#fffdbc	W20
R06114	#a90426	W20
R06115	#fffdbc	W20
R06126	#fffdbc	W20
R06171	#fffdbc	W20
R06174	#87bdd9	W20
R06982	#fffdbc	W20
R06983	#fffdbc	W20
R07125	#fffdbc	W20
R07135	#fffdbc	W20
R07168	#a90426	W20
R07392	#fffdbc	W20
R07405	#fffdbc	W20
R07608	#fffdbc	W20
R07677	#fffdbc	W20
R07764	#a90426	W20
R08549	#87bdd9	W20
R08557	#fffdbc	W20
R08639	#333b97	W20
R08648	#fffdbc	W20
R09248	#87bdd9	W20
R09482	#fffdbc	W20
R10092	#87bdd9	W20
R10146	#87bdd9	W20
R10707	#fffdbc	W20
R10851	#fffdbc	W20
